DATA_ACIONA;FX_ATRASO;ORIGEM;ACIONAMENTOS;VALORPRIN_FIN_ACIONAMENTOS;CPC;VALORPRIN_FIN_CPC;CPCA;VALORPRIN_FIN_CPCA;PROMESSA;VALORPRIN_FIN_PROMESSA;nr_dia_util;quartil;dt_mes;mes_abreviado
2025-09-11;361-720;Humano;873,0;646871,81;261,0;114015,09;205,0;86884,67000000001;91,0;23321,43;9;Q3;9;Set
2025-09-11;361-720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-11;Maior 720;Humano;62,0;27969,54;20,0;6690,7;13,0;4237,240000000001;3,0;571,74;9;Q3;9;Set
2025-09-11;Maior 720;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9;Q3;9;Set
2025-09-12;Preventivo;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;Preventivo;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;0-30;Humano;2,0;625,8000000000001;1,0;104,21000000000001;1,0;104,21000000000001;1,0;104,21000000000001;10;Q3;9;Set
2025-09-12;0-30;Robô;27,0;2525,85;21,0;1875,4600000000003;16,0;1566,5600000000002;8,0;995,74;10;Q3;9;Set
2025-09-12;31-60;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;31-60;Robô;18,0;1860,82;14,0;1364,18;6,0;1033,06;1,0;159,8;10;Q3;9;Set
2025-09-12;61-90;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;61-90;Robô;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;91-120;Humano;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;Q3;9;Set
2025-09-12;91-120;Robô;121,0;82315,98999999999;4,0;961,4399999999998;3,0;901,6399999999999;1,0;58,21;10;Q3;9;Set
